rank,tier,tier_label,object,n_tracklets,tracklets,obs_codes,n_new_obs,arc_extension_days,deepest_dt_years,joint_rms_arcsec,baseline_rms_arcsec,sigma_a_ratio,gates,skybot,ambiguity,provenance,itf_status,pointed_screen,link_keys,why_real
343,B,"single tracklet, caveat-free",2025 MF145,1,P117RUU@F51/n59136,F51,3,1710.9,-5.65,0.061361,0.060282,,"strict=Y published=Y tracklet-used=3/3 sep=3.3""/gate=265.4""","nearest other 118.516""",none,M8,STILL_LIVE,clean,lk6d974466ba4e3640,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.061361"" (baseline 0.060282"") with every observation used (3/3); coarse separation 3.3"" inside a 265.4"" gate; extends the published arc by 1711 d."
344,B,"single tracklet, caveat-free",2025 MJ105,1,P117O2i@F51/n59136,F51,4,1710.8,-5.65,0.097578,0.098494,,"strict=Y published=Y tracklet-used=4/4 sep=5.9""/gate=1053.8""","nearest other 311.513""",none,M8,STILL_LIVE,clean,lk4f6f280649960ba8,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.097578"" (baseline 0.098494"") with every observation used (4/4); coarse separation 5.9"" inside a 1053.8"" gate; extends the published arc by 1711 d."
345,B,"single tracklet, caveat-free",2025 MJ306,1,P117YmM@F51/n59137,F51,2,1709.9,-5.65,0.088734,0.090994,,"strict=Y published=Y tracklet-used=2/2 sep=56.8""/gate=1053.4""","nearest other 207.778""",none,M9-extension,STILL_LIVE,clean,lkf266b3e4dfe6fc79,"2-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.088734"" (baseline 0.090994"") with every observation used (2/2); coarse separation 56.8"" inside a 1053.4"" gate; extends the published arc by 1710 d."
346,B,"single tracklet, caveat-free",2025 MW114,1,P117XUA@F51/n59137,F51,4,1709.9,-5.65,0.09745,0.06222,,"strict=Y published=Y tracklet-used=4/4 sep=15.7""/gate=1053.4""","nearest other 303.715""",none,M8,STILL_LIVE,clean,lkfcd561864e53c714,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.09745"" (baseline 0.06222"") with every observation used (4/4); coarse separation 15.7"" inside a 1053.4"" gate; extends the published arc by 1710 d."
347,B,"single tracklet, caveat-free",2025 MS199,1,P117UbX@F51/n59137,F51,4,1709.8,-5.65,0.048894,0.039791,,"strict=Y published=Y tracklet-used=4/4 sep=20.5""/gate=1053.3""","nearest other 182.624""",none,M8,STILL_LIVE,clean,lkbb11ee4afe3fe2a6,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.048894"" (baseline 0.039791"") with every observation used (4/4); coarse separation 20.5"" inside a 1053.3"" gate; extends the published arc by 1710 d."
348,B,"single tracklet, caveat-free",2025 MM108,1,P118cjv@F51/n59139,F51,3,1708.0,-5.64,0.090188,0.085719,,"strict=Y published=Y tracklet-used=3/3 sep=10.1""/gate=1052.4""",clean,none,M8,STILL_LIVE,clean,lkd3272a6962114a33,"3-observation F51 tracklet 5.6 y from the orbit epoch fits jointly with the object's whole published record at 0.090188"" (baseline 0.085719"") with every observation used (3/3); coarse separation 10.1"" inside a 1052.4"" gate; extends the published arc by 1708 d."
349,B,"single tracklet, caveat-free",2025 MO171,1,P118sxK@F51/n59142,F51,4,1704.9,-5.63,0.08467,0.068957,,"strict=Y published=Y tracklet-used=4/4 sep=7.2""/gate=158.1""",clean,none,M8,STILL_LIVE,clean,lk8c6a170850d5219b,"4-observation F51 tracklet 5.6 y from the orbit epoch fits jointly with the object's whole published record at 0.08467"" (baseline 0.068957"") with every observation used (4/4); coarse separation 7.2"" inside a 158.1"" gate; extends the published arc by 1705 d."
350,B,"single tracklet, caveat-free",2025 PQ164,1,P119PPi@F51/n59170,F51,4,1704.0,-5.56,0.075896,0.072171,,"strict=Y published=Y tracklet-used=4/4 sep=65.2""/gate=1036.6""","nearest other 109.138""",none,M9-extension,STILL_LIVE,clean,lk06ab4c5198456dec,"4-observation F51 tracklet 5.6 y from the orbit epoch fits jointly with the object's whole published record at 0.075896"" (baseline 0.072171"") with every observation used (4/4); coarse separation 65.2"" inside a 1036.6"" gate; extends the published arc by 1704 d."
351,B,"single tracklet, caveat-free",2025 MO279,1,P118O0c@F51/n59145,F51,4,1701.8,-5.63,0.089944,0.039053,,"strict=Y published=Y tracklet-used=4/4 sep=76.6""/gate=1049.3""",clean,none,M9-extension,STILL_LIVE,clean,lk18fd6fdbd93b3a6a,"4-observation F51 tracklet 5.6 y from the orbit epoch fits jointly with the object's whole published record at 0.089944"" (baseline 0.039053"") with every observation used (4/4); coarse separation 76.6"" inside a 1049.3"" gate; extends the published arc by 1702 d."
352,B,"single tracklet, caveat-free",2025 MT113,1,P118O52@F51/n59145,F51,3,1701.8,-5.63,0.061358,0.042836,,"strict=Y published=Y tracklet-used=3/3 sep=37.8""/gate=1049.3""","nearest other 151.295""",none,M8,STILL_LIVE,clean,lk88e996dd13a9d2c4,"3-observation F51 tracklet 5.6 y from the orbit epoch fits jointly with the object's whole published record at 0.061358"" (baseline 0.042836"") with every observation used (3/3); coarse separation 37.8"" inside a 1049.3"" gate; extends the published arc by 1702 d."
353,B,"single tracklet, caveat-free",2025 NE376,1,IC1t1qT@W84/n59162,W84,2,1698.3,-5.58,0.074746,0.077053,,"strict=Y published=Y tracklet-used=2/2 sep=46.4""/gate=1040.8""",clean,none,M9-partitions,STILL_LIVE,clean,lkfa3d3530135cff96,"2-observation W84 tracklet 5.6 y from the orbit epoch fits jointly with the object's whole published record at 0.074746"" (baseline 0.077053"") with every observation used (2/2); coarse separation 46.4"" inside a 1040.8"" gate; extends the published arc by 1698 d."
354,B,"single tracklet, caveat-free",2025 NR133,1,C3MZ532@G96/n59142,G96,4,1689.0,-5.63,0.18621,0.13248,,"strict=Y published=Y tracklet-used=4/4 sep=13.4""/gate=264.6""",clean,none,M9-extension,STILL_LIVE,clean,lk47a2a97e501aaae6,"4-observation G96 tracklet 5.6 y from the orbit epoch fits jointly with the object's whole published record at 0.18621"" (baseline 0.13248"") with every observation used (4/4); coarse separation 13.4"" inside a 264.6"" gate; extends the published arc by 1689 d."
355,B,"single tracklet, caveat-free",2025 MK317,1,P119nN4@F51/n59163,F51,3,1683.8,-5.58,0.091776,0.062794,,"strict=Y published=Y tracklet-used=3/3 sep=19.6""/gate=1040.1""","nearest other 337.727""",none,M8,STILL_LIVE,clean,lk44180f4f6e0a7e1c,"3-observation F51 tracklet 5.6 y from the orbit epoch fits jointly with the object's whole published record at 0.091776"" (baseline 0.062794"") with every observation used (3/3); coarse separation 19.6"" inside a 1040.1"" gate; extends the published arc by 1684 d."
356,B,"single tracklet, caveat-free",2025 OT162,1,P11awpO@F51/n59193,F51,3,1680.8,-5.49,0.070307,0.05037,,"strict=Y published=Y tracklet-used=3/3 sep=3.0""/gate=258.2""","nearest other 69.651""",none,M8,STILL_LIVE,clean,lke509538a951ae849,"3-observation F51 tracklet 5.5 y from the orbit epoch fits jointly with the object's whole published record at 0.070307"" (baseline 0.05037"") with every observation used (3/3); coarse separation 3.0"" inside a 258.2"" gate; extends the published arc by 1681 d."
357,B,"single tracklet, caveat-free",2026 DN31,1,P21nqoM@F52/n59515,F52,2,1572.9,-4.61,0.033645,0.031855,,"strict=Y published=Y tracklet-used=2/2 sep=6.0""/gate=870.9""","nearest other 134.175""",none,M8,STILL_LIVE,clean,lk3800239b0bd64bb3,"2-observation F52 tracklet 4.6 y from the orbit epoch fits jointly with the object's whole published record at 0.033645"" (baseline 0.031855"") with every observation used (2/2); coarse separation 6.0"" inside a 870.9"" gate; extends the published arc by 1573 d."
358,B,"single tracklet, caveat-free",2025 NE399,1,P11dz12@F51/n59262,F51,4,1560.8,-5.3,0.073174,0.074206,,"strict=Y published=Y tracklet-used=4/4 sep=9.0""/gate=249.6""","nearest other 111.598""",none,M9-partitions,STILL_LIVE,clean,lk81a5c821d3ab0962,"4-observation F51 tracklet 5.3 y from the orbit epoch fits jointly with the object's whole published record at 0.073174"" (baseline 0.074206"") with every observation used (4/4); coarse separation 9.0"" inside a 249.6"" gate; extends the published arc by 1561 d."
359,B,"single tracklet, caveat-free",2025 MF336,1,P11eTTO@F51/n59314,F51,4,1532.8,-5.16,0.07939,0.066889,,"strict=Y published=Y tracklet-used=4/4 sep=8.0""/gate=243.1""","nearest other 231.68""",none,M8,STILL_LIVE,clean,lk9ada09cbec0ee5a7,"4-observation F51 tracklet 5.2 y from the orbit epoch fits jointly with the object's whole published record at 0.07939"" (baseline 0.066889"") with every observation used (4/4); coarse separation 8.0"" inside a 243.1"" gate; extends the published arc by 1533 d."
360,B,"single tracklet, caveat-free",2025 MT303,1,P11eUEr@F51/n59314,F51,3,1532.8,-5.16,0.088331,0.090885,,"strict=Y published=Y tracklet-used=3/3 sep=14.9""/gate=963.5""","nearest other 158.422""",none,M8,STILL_LIVE,clean,lk00a5a3aacddee302,"3-observation F51 tracklet 5.2 y from the orbit epoch fits jointly with the object's whole published record at 0.088331"" (baseline 0.090885"") with every observation used (3/3); coarse separation 14.9"" inside a 963.5"" gate; extends the published arc by 1533 d."
361,B,"single tracklet, caveat-free",2025 MY233,1,P11eXHI@F51/n59315,F51,3,1532.0,-5.16,0.073764,0.060736,,"strict=Y published=Y tracklet-used=3/3 sep=58.2""/gate=963.1""","nearest other 42.91""",none,M9-extension,STILL_LIVE,clean,lk7bf7032ca860b288,"3-observation F51 tracklet 5.2 y from the orbit epoch fits jointly with the object's whole published record at 0.073764"" (baseline 0.060736"") with every observation used (3/3); coarse separation 58.2"" inside a 963.1"" gate; extends the published arc by 1532 d."
362,B,"single tracklet, caveat-free",2025 QW217,1,P11gRrF@F51/n59373,F51,3,1530.9,-5.0,0.11006,0.06389,,"strict=Y published=Y tracklet-used=3/3 sep=65.3""/gate=933.7""","nearest other 339.312""",none,M9-partitions,STILL_LIVE,clean,lk5e3aafc08a55296e,"3-observation F51 tracklet 5.0 y from the orbit epoch fits jointly with the object's whole published record at 0.11006"" (baseline 0.06389"") with every observation used (3/3); coarse separation 65.3"" inside a 933.7"" gate; extends the published arc by 1531 d."
363,B,"single tracklet, caveat-free",2025 MV144,1,P11fmZg@F51/n59319,F51,3,1528.0,-5.15,0.093055,0.0606,,"strict=Y published=Y tracklet-used=3/3 sep=35.6""/gate=961.1""","nearest other 227.762""",none,M8,STILL_LIVE,clean,lk04b9dda8dcf05ea4,"3-observation F51 tracklet 5.2 y from the orbit epoch fits jointly with the object's whole published record at 0.093055"" (baseline 0.0606"") with every observation used (3/3); coarse separation 35.6"" inside a 961.1"" gate; extends the published arc by 1528 d."
364,B,"single tracklet, caveat-free",2025 PG27,1,P11gm65@F51/n59347,F51,4,1526.8,-5.07,0.078093,0.064766,,"strict=Y published=Y tracklet-used=4/4 sep=43.1""/gate=946.8""","nearest other 185.558""",none,M8,STILL_LIVE,clean,lk27a84fc7d6311e5a,"4-observation F51 tracklet 5.1 y from the orbit epoch fits jointly with the object's whole published record at 0.078093"" (baseline 0.064766"") with every observation used (4/4); coarse separation 43.1"" inside a 946.8"" gate; extends the published arc by 1527 d."
365,B,"single tracklet, caveat-free",2025 CX10,1,C01G585@V00/n59188,V00,4,1523.0,-5.51,0.10629,0.094939,,"strict=Y published=Y tracklet-used=4/4 sep=10.7""/gate=154.7""",object itself present,none,M9-partitions,STILL_LIVE,clean,lk01438d7ed024e063,"4-observation V00 tracklet 5.5 y from the orbit epoch fits jointly with the object's whole published record at 0.10629"" (baseline 0.094939"") with every observation used (4/4); coarse separation 10.7"" inside a 154.7"" gate; extends the published arc by 1523 d."
366,B,"single tracklet, caveat-free",2026 EG64,1,P21qqhu@F52/n59604,F52,4,1507.9,-4.37,0.037181,0.01989,,"strict=Y published=Y tracklet-used=4/4 sep=8.9""/gate=831.5""","nearest other 230.267""",none,M8,STILL_LIVE,clean,lk605c0bdeef95e1e7,"4-observation F52 tracklet 4.4 y from the orbit epoch fits jointly with the object's whole published record at 0.037181"" (baseline 0.01989"") with every observation used (4/4); coarse separation 8.9"" inside a 831.5"" gate; extends the published arc by 1508 d."
367,B,"single tracklet, caveat-free",2025 ML178,1,P11g3Gk@F51/n59342,F51,4,1504.9,-5.09,0.092919,0.036969,,"strict=Y published=Y tracklet-used=4/4 sep=20.4""/gate=949.4""","nearest other 218.267""",none,M8,STILL_LIVE,clean,lka31316f81336dd7e,"4-observation F51 tracklet 5.1 y from the orbit epoch fits jointly with the object's whole published record at 0.092919"" (baseline 0.036969"") with every observation used (4/4); coarse separation 20.4"" inside a 949.4"" gate; extends the published arc by 1505 d."
368,B,"single tracklet, caveat-free",2025 PT137,1,TK487@L81/n59399,L81,4,1503.3,-4.93,0.22707,0.11686,,"strict=Y published=Y tracklet-used=4/4 sep=48.8""/gate=922.4""","nearest other 259.769""",none,M9-extension,STILL_LIVE,clean,lk0a4bcb5e709f441b,"4-observation L81 tracklet 4.9 y from the orbit epoch fits jointly with the object's whole published record at 0.22707"" (baseline 0.11686"") with every observation used (4/4); coarse separation 48.8"" inside a 922.4"" gate; extends the published arc by 1503 d."
369,B,"single tracklet, caveat-free",2025 MG296,1,P11g40T@F51/n59342,F51,3,1476.1,-5.09,0.094097,0.075109,,"strict=Y published=Y tracklet-used=3/3 sep=74.9""/gate=949.3""","nearest other 89.173""",none,M9-extension,STILL_LIVE,clean,lk60256d4b57110058,"3-observation F51 tracklet 5.1 y from the orbit epoch fits jointly with the object's whole published record at 0.094097"" (baseline 0.075109"") with every observation used (3/3); coarse separation 74.9"" inside a 949.3"" gate; extends the published arc by 1476 d."
370,B,"single tracklet, caveat-free",2025 OG264,1,P11hzMn@F51/n59399,F51,3,1474.9,-4.93,0.10074,0.084699,,"strict=Y published=Y tracklet-used=3/3 sep=71.0""/gate=922.1""","nearest other 89.966""",none,M9-extension,STILL_LIVE,clean,lk28edcef95cdfe18d,"3-observation F51 tracklet 4.9 y from the orbit epoch fits jointly with the object's whole published record at 0.10074"" (baseline 0.084699"") with every observation used (3/3); coarse separation 71.0"" inside a 922.1"" gate; extends the published arc by 1475 d."
371,B,"single tracklet, caveat-free",2025 MA230,1,P11h7XP@F51/n59381,F51,3,1465.9,-4.98,0.10645,0.085955,,"strict=Y published=Y tracklet-used=3/3 sep=17.1""/gate=235.2""","nearest other 246.539""",none,M9-extension,STILL_LIVE,clean,lk6373a23f6f8203a5,"3-observation F51 tracklet 5.0 y from the orbit epoch fits jointly with the object's whole published record at 0.10645"" (baseline 0.085955"") with every observation used (3/3); coarse separation 17.1"" inside a 235.2"" gate; extends the published arc by 1466 d."
372,B,"single tracklet, caveat-free",2025 OO71,1,P11i1S0@F51/n59408,F51,3,1465.8,-4.91,0.075162,0.066593,,"strict=Y published=Y tracklet-used=3/3 sep=5.0""/gate=233.6""","nearest other 245.805""",none,M8,STILL_LIVE,clean,lk532076db3aa8bd54,"3-observation F51 tracklet 4.9 y from the orbit epoch fits jointly with the object's whole published record at 0.075162"" (baseline 0.066593"") with every observation used (3/3); coarse separation 5.0"" inside a 233.6"" gate; extends the published arc by 1466 d."
373,B,"single tracklet, caveat-free",2025 NN194,1,P11hElR@F51/n59400,F51,3,1457.8,-4.93,0.07338,0.027361,,"strict=Y published=Y tracklet-used=3/3 sep=39.9""/gate=921.7""","nearest other 91.23""",none,M8,STILL_LIVE,clean,lk4b7e073c209299b7,"3-observation F51 tracklet 4.9 y from the orbit epoch fits jointly with the object's whole published record at 0.07338"" (baseline 0.027361"") with every observation used (3/3); coarse separation 39.9"" inside a 921.7"" gate; extends the published arc by 1458 d."
374,B,"single tracklet, caveat-free",2025 OR143,1,P11iYsN@F51/n59436,F51,3,1437.9,-4.83,0.082663,0.067605,,"strict=Y published=Y tracklet-used=3/3 sep=34.3""/gate=905.8""","nearest other 213.834""",none,M8,STILL_LIVE,clean,lk359be7bb5aa416b4,"3-observation F51 tracklet 4.8 y from the orbit epoch fits jointly with the object's whole published record at 0.082663"" (baseline 0.067605"") with every observation used (3/3); coarse separation 34.3"" inside a 905.8"" gate; extends the published arc by 1438 d."
375,B,"single tracklet, caveat-free",2025 MX251,1,ISOs1Uq@W84/n59410,W84,3,1437.0,-4.9,0.071089,0.072975,,"strict=Y published=Y tracklet-used=3/3 sep=47.5""/gate=917.3""","nearest other 293.347""",none,M9-extension,STILL_LIVE,clean,lk5b01ed40a154b5a0,"3-observation W84 tracklet 4.9 y from the orbit epoch fits jointly with the object's whole published record at 0.071089"" (baseline 0.072975"") with every observation used (3/3); coarse separation 47.5"" inside a 917.3"" gate; extends the published arc by 1437 d."
376,B,"single tracklet, caveat-free",2025 NQ194,1,P11ivpe@F51/n59430,F51,3,1427.8,-4.84,0.11946,0.12496,,"strict=Y published=Y tracklet-used=3/3 sep=45.5""/gate=908.4""","nearest other 337.338""",none,M9-extension,STILL_LIVE,clean,lk9a88d474ba567a7f,"3-observation F51 tracklet 4.8 y from the orbit epoch fits jointly with the object's whole published record at 0.11946"" (baseline 0.12496"") with every observation used (3/3); coarse separation 45.5"" inside a 908.4"" gate; extends the published arc by 1428 d."
377,B,"single tracklet, caveat-free",2025 NE31,1,P11iNMZ@F51/n59434,F51,3,1423.7,-4.83,0.068482,0.05504,,"strict=Y published=Y tracklet-used=3/3 sep=52.5""/gate=906.6""",clean,none,M9-extension,STILL_LIVE,clean,lk2f4083165e7c6b88,"3-observation F51 tracklet 4.8 y from the orbit epoch fits jointly with the object's whole published record at 0.068482"" (baseline 0.05504"") with every observation used (3/3); coarse separation 52.5"" inside a 906.6"" gate; extends the published arc by 1424 d."
